name,dom,V,E,MS_bef_MoveBlockG,MS_aft_MoveBlockG,MS_bef_MoveBlockF,MS_aft_MoveBlockF,SPAC_bef_MoveBlockG,SPAC_aft_MoveBlockG,SPAC_bef_MoveBlockF,SPAC_aft_MoveBlockF,SHEEP_bef_MoveBlockG,SHEEP_aft_MoveBlockG,SHEEP_bef_MoveBlockF,SHEEP_aft_MoveBlockF,NE_bef_MoveBlockG,NE_aft_MoveBlockG,NE_bef_MoveBlockF,NE_aft_MoveBlockF
road-usroads-48,road,126146,161950,1.01171,1.01149,1.01171,1.01145,1.01140,1.01137,1.01140,1.01137,1.07424,1.04439,1.07424,1.04025,1.02887,1.02744,1.02887,1.02515
road-usroads,road,129164,165435,1.01161,1.01146,1.01161,1.01141,1.01079,1.01074,1.01079,1.01070,1.07016,1.04327,1.07016,1.03577,1.02748,1.02567,1.02748,1.02357
rt-higgs,rt,425008,732790,1.95031,1.23647,1.95031,1.23433,1.44480,1.24509,1.44480,1.24601,1.20439,1.18291,1.20439,1.18296,1.22974,1.22880,1.22974,1.22871
rt-retweet-crawl,rt,1112702,2278852,1.98897,1.31190,1.98897,1.30460,1.56005,1.41382,1.56005,1.42376,1.62993,1.50367,1.62993,1.5219,1.45674,1.45638,1.45674,1.45576
sc-nasasrb,sc,54870,1311227,1.85957,1.20488,1.85957,1.22493,1.37097,1.30482,1.37097,1.30494,3.6864,3.02336,3.6864,2.96195,1.29038,1.28474,1.29038,1.28382
sc-pkustk11,sc,87804,2565054,1.91953,1.22245,1.91953,1.23847,1.26577,1.22286,1.26577,1.22262,1.94086,1.71475,1.94086,1.70017,1.46865,1.46344,1.46865,1.46253
sc-pkustk13,sc,94893,3260967,1.50651,1.18351,1.50651,1.21258,1.23014,1.18054,1.23014,1.17860,3.74719,2.99604,3.74719,2.64406,1.23885,1.23297,1.23885,1.23223
sc-pwtk,sc,217891,5653221,1.22561,1.10978,1.22561,1.11513,1.12313,1.11702,1.12313,1.11698,1.23066,1.19964,1.23066,1.19771,1.13481,1.13318,1.13481,1.13114
sc-shipsec1,sc,140385,1707759,1.73536,1.17592,1.73536,1.18065,1.21527,1.19698,1.21527,1.19640,3.41716,2.6421,3.41716,2.28801,1.24297,1.24095,1.24297,1.24053
sc-shipsec5,sc,179104,2200076,1.70345,1.16141,1.70345,1.16473,1.20305,1.18491,1.20305,1.18474,3.06505,2.29285,3.06505,1.98356,1.21408,1.21027,1.21408,1.20478
fb-pages-artist,soc,50515,819090,5.12596,2.65583,5.12596,2.57068,5.37749,3.45222,5.37749,3.49629,7.18887,5.46564,7.18887,5.94214,2.74251,2.74132,2.74251,2.74113
fb-pages-company,soc,14113,52127,2.52014,1.60058,2.52014,1.58939,1.96124,1.68795,1.96124,1.68164,2.55814,2.04096,2.55814,2.05229,1.67944,1.67512,1.67944,1.67136
fb-pages-government,soc,7057,89429,3.91753,2.23778,3.91753,2.17047,3.87951,2.71325,3.87951,2.69865,6.49044,4.86595,6.49044,4.93496,2.27944,2.27221,2.27944,2.27092
fb-pages-media,soc,27917,205964,3.09969,2.03994,3.09969,2.00172,3.21818,2.32726,3.21818,2.30777,4.47584,3.46008,4.47584,3.52391,2.19683,2.19399,2.19683,2.19239
fb-pages-politician,soc,5908,41706,2.24492,1.58615,2.24492,1.56974,2.18162,1.77590,2.18162,1.77454,3.94804,2.80027,3.94804,2.92603,1.67332,1.66710,1.67332,1.65538
fb-pages-public-figure,soc,11565,67038,2.73567,1.88344,2.73567,1.84808,2.63355,2.05456,2.63355,2.04695,3.53039,2.80432,3.53039,2.86234,1.95504,1.94864,1.95504,1.94616
fb-pages-sport,soc,13866,86811,2.59736,1.86088,2.59736,1.83571,2.66919,2.03548,2.66919,2.01940,4.00014,3.22775,4.00014,3.2434,2.05193,2.04789,2.05193,2.04506
fb-pages-tvshow,soc,3892,17239,2.21688,1.39620,2.21688,1.42138,1.63412,1.47842,1.63412,1.48253,2.26285,1.75951,2.26285,1.6665,1.50000,1.46146,1.50000,1.43326
soc-academia,soc,200169,1022441,2.38309,1.75359,2.38309,1.73373,2.47485,1.87383,2.47485,1.86253,3.21966,2.62419,3.21966,2.69419,1.89310,1.89197,1.89310,1.89090
soc-anybeat,soc,12645,49132,2.66825,1.64919,2.66825,1.51720,2.53585,1.83544,2.53585,1.83350,2.06137,1.76038,2.06137,1.83345,1.99162,1.96966,1.99162,1.88897
soc-BlogCatalog,soc,88784,2093195,7.92686,2.81795,7.92686,2.73528,3.68527,3.18687,3.68527,3.13942,4.04866,3.05918,4.04866,3.62967,2.65783,2.64108,2.65783,2.63534
soc-brightkite,soc,56739,212945,1.96258,1.53535,1.96258,1.52075,1.88794,1.64619,1.88794,1.64227,2.4027,2.01237,2.4027,2.06641,1.60220,1.60082,1.60220,1.59864
soc-buzznet,soc,101163,2763066,9.81759,3.13801,9.81759,3.03514,4.94369,3.91713,4.94369,3.85149,4.91647,3.73653,4.91647,4.35609,3.56104,3.56029,3.56104,3.51736
soc-catster,soc,149700,5448197,9.12065,2.65009,9.12065,3.53088,0.99989,0.99989,0.99989,0.99989,3.49304,2.92568,3.49304,3.11525,2.98785,2.98551,2.98785,2.85336
soc-delicious,soc,536108,1365961,1.92384,1.26171,1.92384,1.25280,1.42492,1.30733,1.42492,1.30737,1.66197,1.47577,1.66197,1.50187,1.34037,1.33978,1.34037,1.33880
soc-digg,soc,770799,5907132,2.73199,1.62404,2.73199,1.84903,2.28778,2.04152,2.28778,1.94035,2.08079,1.89441,2.08079,1.9411,1.62203,1.62163,1.62203,1.62153
soc-dogster,soc,426816,8543549,5.37707,2.44146,5.37707,3.13503,3.95893,3.19707,3.95893,3.13072,4.06484,3.43261,4.06484,3.62147,2.56805,2.56686,2.56805,2.56410
soc-douban,soc,154908,327162,2.33246,1.48237,2.33246,1.47524,1.71095,1.52457,1.71095,1.52426,1.73817,1.58425,1.73817,1.60248,1.53664,1.53613,1.53664,1.53467
soc-epinions,soc,26588,100120,2.38510,1.71468,2.38510,1.69095,2.24769,1.88804,2.24769,1.88045,2.49267,2.09004,2.49267,2.14999,1.73259,1.73087,1.73259,1.72804
soc-flickr,soc,513969,3190452,2.21121,1.48858,2.21121,1.46850,1.92575,1.69381,1.92575,1.63883,2.21125,1.86905,2.21125,1.98817,1.48490,1.48256,1.48490,1.47628
soc-FourSquare,soc,639014,3214986,2.74550,1.66297,2.74550,1.39977,2.02569,1.69621,2.02569,1.64066,2.03828,1.79375,2.03828,1.83708,1.43263,1.43181,1.43263,1.43101
soc-gemsec-HR,soc,47987,47986,1.00131,1.00131,1.00131,1.00002,1.00131,1.00131,1.00131,1.00131,1.00129,1.00129,1.00129,1.00129,1.00000,1.00000,1.00000,1.00000
soc-gemsec-HU,soc,39772,39771,1.00158,1.00158,1.00158,1.00003,1.00158,1.00158,1.00158,1.00158,1.00156,1.00156,1.00156,1.00156,1.00000,1.00000,1.00000,1.00000
soc-gemsec-RO,soc,32498,32497,1.00194,1.00194,1.00194,1.00003,1.00194,1.00194,1.00194,1.00194,1.00191,1.00191,1.00191,1.00191,1.00000,1.00000,1.00000,1.00000
soc-gowalla,soc,196591,950327,2.07850,1.49878,2.07850,1.48037,1.98608,1.65773,1.98608,1.64438,2.70262,2.1915,2.70262,2.28428,1.59997,1.59862,1.59997,1.59441
soc-gplus,soc,23628,39194,1.37223,1.08655,1.37223,1.05680,1.08951,1.07821,1.08951,1.07813,1.07051,1.06886,1.07051,1.06852,1.35729,1.29956,1.35729,1.25427
soc-hamsterster,soc,2426,16630,3.51855,2.09934,3.51855,2.07214,2.65011,2.23004,2.65011,2.22458,3.53256,2.79885,3.53256,2.80956,2.18920,2.14221,2.18920,2.13319
soc-LiveMocha,soc,104103,2193083,9.25957,3.86011,9.25957,3.71782,6.21696,5.14481,6.21696,5.06710,6.61672,5.17387,6.61672,5.84764,3.80752,3.80041,3.80752,3.79757
soc-loc-brightkite,soc,58228,214078,1.94546,1.52521,1.94546,1.51247,1.94346,1.65309,1.94346,1.64889,2.36556,1.96885,2.36556,2.03864,1.59011,1.58826,1.59011,1.58564
soc-myspace,soc,853466,5635296,3.16401,2.04050,3.16401,2.49568,2.89124,2.49056,2.89124,2.46968,3.49028,3.08931,3.49028,3.08151,2.16369,2.16185,2.16369,2.16051
soc-sign-bitcoinalpha,soc,3287,3286,1.01886,1.01886,1.01886,1.00030,1.01917,1.01917,1.01917,1.01917,1.01917,1.01917,1.01917,1.01917,1.00000,1.00000,1.00000,1.00000
soc-sign-bitcoinotc,soc,4815,4814,1.01288,1.01288,1.01288,1.00021,1.01308,1.01308,1.01308,1.01308,1.01288,1.01288,1.01288,1.01288,1.00000,1.00000,1.00000,1.00000
soc-slashdot-trust-all,soc,79120,467869,3.96960,2.31375,3.96960,2.27408,3.34058,2.64065,3.34058,2.63697,3.10698,2.5439,3.10698,2.71711,2.26701,2.26557,2.26701,2.26462
soc-slashdot-zoo,soc,79120,467869,3.96960,2.31375,3.96960,2.27408,3.34058,2.64065,3.34058,2.63697,3.10698,2.5439,3.10698,2.7171,2.25868,2.25740,2.25868,2.25607
soc-slashdot,soc,70068,358647,3.57343,2.21742,3.57343,2.17366,3.00246,2.49520,3.00246,2.47708,2.93202,2.43131,2.93202,2.57331,2.17436,2.17320,2.17436,2.17058
soc-themarker,soc,69413,1644843,8.89616,3.33085,8.89616,3.20972,5.88046,4.89721,5.88046,4.68276,5.32642,3.98922,5.32642,4.73362,3.10608,3.09524,3.10608,3.07601
soc-twitter-follows-mun,soc,465017,833541,1.87555,1.16209,1.87555,1.15477,1.16251,1.14192,1.16251,1.14209,1.13815,1.13638,1.13815,1.13659,1.13206,1.12887,1.13206,1.12849
soc-twitter-follows,soc,404719,713319,1.87304,1.16742,1.87304,1.16071,1.23343,1.20454,1.23343,1.20481,1.14379,1.14191,1.14379,1.14209,1.13856,1.13459,1.13856,1.13463
soc-wiki-conflict,soc,116836,2027871,4.41610,1.62324,4.41610,1.54357,1.93874,1.46387,1.93874,1.45220,4.09264,3.1289,4.09264,3.53983,1.66075,1.65903,1.66075,1.65853
soc-wiki-elec,soc,7115,100753,7.07716,3.26001,7.07716,2.98510,4.05936,3.42671,4.05936,3.40907,6.27041,4.82347,6.27041,5.26831,3.04413,3.03261,3.04413,3.02586
soc-youtube-snap,soc,1134890,2987624,2.04281,1.27617,2.04281,1.27108,1.53922,1.35928,1.53922,1.34614,1.56259,1.44897,1.56259,1.44595,1.32350,1.32288,1.32350,1.32207
soc-youtube,soc,495957,1936748,2.03234,1.48064,2.03234,1.46916,1.91029,1.62171,1.91029,1.60527,2.06713,1.80578,2.06713,1.85596,1.57417,1.57351,1.57417,1.57301
socfb-American75,socfb,6386,217662,13.94080,5.77873,13.94080,5.28797,10.23297,8.99504,10.23297,8.74891,15.3562,10.9577,15.3562,11.9629,5.36956,5.36187,5.36956,5.35828
socfb-Amherst41,socfb,2235,90954,16.46620,6.45101,16.46620,6.10872,10.92567,9.57568,10.92567,9.26990,17.4881,12.9257,17.4881,13.604,6.02506,5.97092,6.02506,5.94787
socfb-Auburn71,socfb,18448,973918,18.35730,6.82394,18.35730,6.07925,11.08422,9.92549,11.08422,9.62459,17.6812,12.8874,17.6812,14.3906,6.13107,6.12650,6.13107,6.12636
socfb-Baylor93,socfb,12803,679817,17.63680,6.74740,17.63680,6.17988,11.07351,9.97462,11.07351,9.63930,17.9185,13.0381,17.9185,14.4954,6.21534,6.20987,6.21534,6.20974
socfb-BC17,socfb,11509,486967,13.92400,5.82110,13.92400,5.38292,10.83044,9.62056,10.83044,9.34910,17.2097,12.3065,17.2097,13.6107,5.36276,5.35755,5.36276,5.35650
socfb-Berkeley13,socfb,22900,852419,14.21710,5.76948,14.21710,5.25384,10.26418,9.07275,10.26418,8.80794,15.1786,11.1654,15.1786,12.1299,5.37681,5.37415,5.37681,5.37348
socfb-Bingham82,socfb,10004,362894,13.82530,5.80798,13.82530,5.32427,10.63786,9.41675,10.63786,9.13769,16.1768,11.4425,16.1768,12.6156,5.50110,5.49467,5.50110,5.49430
socfb-Bowdoin47,socfb,2252,84387,15.83840,6.37833,15.83840,5.98179,10.81332,9.35936,10.81332,9.18589,17.0515,12.6989,17.0515,13.1612,5.94893,5.92279,5.94893,5.90231
socfb-Brandeis99,socfb,3898,137567,14.42200,5.98512,14.42200,5.51437,10.48976,9.16456,10.48976,8.93743,15.8561,11.4066,15.8561,12.097,5.55747,5.53922,5.55747,5.53566
socfb-Brown11,socfb,8600,384526,16.15170,6.32326,16.15170,5.77826,10.64406,9.42136,10.64406,9.10255,17.347,11.9357,17.347,13.4935,5.79442,5.78663,5.79442,5.78335
socfb-BU10,socfb,19700,637528,12.65460,5.44660,12.65460,5.04391,10.06694,8.76765,10.06694,8.54703,15.001,10.8112,15.001,11.8038,5.11548,5.11279,5.11548,5.11146
socfb-Bucknell39,socfb,3826,158864,15.48850,6.30058,15.48850,5.79038,11.26734,10.04244,11.26734,9.70920,18.3489,12.9412,18.3489,14.0737,5.81730,5.79718,5.81730,5.77816
socfb-Cal65,socfb,11247,351358,12.52160,5.46261,12.52160,5.00462,10.02415,8.75974,10.02415,8.50653,14.5334,10.4655,14.5334,11.3075,5.18334,5.17694,5.18334,5.17637
socfb-Carnegie49,socfb,6637,249967,13.92930,5.55763,13.92930,5.03541,10.20858,9.00833,10.20858,8.72295,15.0557,10.5808,15.0557,11.7496,5.12400,5.11466,5.12400,5.11174
socfb-CMU,socfb,6621,249959,14.05500,5.59734,14.05500,5.04259,10.27655,9.01038,10.27655,8.72893,15.0897,10.6375,15.0897,11.8101,5.13880,5.13125,5.13880,5.12641
socfb-Colgate88,socfb,3482,155043,15.87790,6.44170,15.87790,6.00345,11.23038,9.91322,11.23038,9.65338,18.7714,13.5563,18.7714,14.2613,5.97329,5.95204,5.97329,5.94890
socfb-Columbia2,socfb,11770,444333,13.38980,5.46848,13.38980,4.99669,9.90480,8.73266,9.90480,8.46617,15.1449,10.7441,15.1449,11.9778,5.08734,5.08139,5.08734,5.07947
socfb-Dartmouth6,socfb,7694,304076,14.32840,5.74084,14.32840,5.25994,10.10819,8.94906,10.10819,8.68498,15.8462,11.2811,15.8462,12.5182,5.28607,5.27827,5.28607,5.27709
socfb-Duke14,socfb,9885,506437,16.21740,6.20263,16.21740,5.68660,10.76607,9.61163,10.76607,9.36078,17.8291,12.6751,17.8291,14.1553,5.65716,5.64904,5.65716,5.64775
socfb-Emory27,socfb,7460,330014,14.33160,5.80469,14.33160,5.34879,10.81763,9.56230,10.81763,9.30880,17.5405,12.4345,17.5405,13.7645,5.43137,5.42359,5.43137,5.42278
socfb-FSU53,socfb,27737,1034802,13.21820,5.58853,13.21820,5.08674,10.41308,9.25337,10.41308,8.94590,15.1546,11.6792,15.1546,12.1914,5.25792,5.25601,5.25792,5.25558
socfb-Georgetown15,socfb,9414,425638,14.95030,6.01487,14.95030,5.55439,10.72533,9.53116,10.72533,9.25032,17.6586,12.3035,17.6586,13.8745,5.58976,5.58205,5.58976,5.58116
socfb-GWU54,socfb,12193,469528,13.89940,5.70836,13.89940,5.21701,10.44316,9.12311,10.44316,8.87458,15.976,11.1709,15.976,12.3627,5.33790,5.33249,5.33790,5.33104
socfb-Hamilton46,socfb,2314,96394,17.12190,6.76750,17.12190,6.27744,11.03634,9.70587,11.03634,9.43919,18.3647,13.414,18.3647,14.3064,6.07865,6.03749,6.07865,6.02852
socfb-Harvard1,socfb,15126,824617,16.77120,6.17758,16.77120,5.66462,10.15104,9.02585,10.15104,8.70649,16.3713,11.8271,16.3713,13.4588,5.54939,5.54567,5.54939,5.54535
socfb-Haverford76,socfb,1446,59589,19.77110,7.30705,19.77110,6.83887,11.24718,10.02295,11.24718,9.72386,18.3548,13.5249,18.3548,14.3465,6.74965,6.62586,6.74965,6.61596
socfb-Howard90,socfb,4047,204850,20.36050,7.34791,20.36050,6.80035,10.96704,9.78917,10.96704,9.50512,18.0882,12.7297,18.0882,14.3385,6.58389,6.55912,6.58389,6.54287
socfb-Indiana,socfb,29732,1305757,15.28500,6.11725,15.28500,5.49620,10.74938,9.64036,10.74938,9.33747,16.8996,12.8323,16.8996,13.7583,5.64997,5.64761,5.64997,5.64728
socfb-Indiana69,socfb,29747,1305765,15.10870,6.06518,15.10870,5.46082,10.75064,9.65765,10.75064,9.31551,16.8916,12.8109,16.8916,13.7754,5.62941,5.62746,5.62941,5.62742
socfb-JMU79,socfb,14070,485564,13.67910,5.87022,13.67910,5.38706,10.82518,9.53957,10.82518,9.25881,16.0966,11.5873,16.0966,12.5598,5.50746,5.50327,5.50746,5.50195
socfb-JohnsHopkins55,socfb,5180,186586,13.54290,5.54768,13.54290,5.09228,10.06804,8.79130,10.06804,8.54398,15.0548,10.799,15.0548,11.7253,5.15116,5.13795,5.15116,5.13243
socfb-Lehigh96,socfb,5075,198347,14.58960,5.97202,14.58960,5.50148,10.76113,9.35988,10.76113,9.14603,17.0457,12.224,17.0457,13.1052,5.50975,5.49892,5.50975,5.49619
socfb-Maine59,socfb,9069,243247,11.20740,5.01643,11.20740,4.61528,9.97691,8.65094,9.97691,8.43128,13.7276,10.0372,13.7276,10.618,4.81156,4.80534,4.81156,4.80273
socfb-Maryland58,socfb,20871,744862,13.01460,5.52029,13.01460,5.06943,10.41221,9.20703,10.41221,8.91198,15.3337,11.2591,15.3337,12.1346,5.32821,5.32495,5.32821,5.32432
socfb-Mich67,socfb,3748,81903,10.22570,4.79536,10.22570,4.44610,9.14296,7.68919,9.14296,7.51229,11.436,8.45598,11.436,8.81057,4.56510,4.54765,4.56510,4.54562
socfb-Michigan23,socfb,30147,1176516,13.43180,5.53674,13.43180,5.01605,10.21795,9.04125,10.21795,8.76597,15.2001,11.5429,15.2001,12.294,5.21627,5.21351,5.21627,5.21256
socfb-Middlebury45,socfb,3075,124610,15.82240,6.34439,15.82240,5.83220,10.53486,9.25696,10.53486,9.04566,17.6868,12.759,17.6868,13.4488,5.79252,5.76748,5.79252,5.74796
socfb-Mississippi66,socfb,10521,610911,18.08220,6.70345,18.08220,6.07975,10.96420,9.90886,10.96420,9.52931,17.7535,12.6742,17.7535,14.3993,6.03070,6.02282,6.03070,6.02167
socfb-MIT,socfb,6402,251230,15.02840,5.86442,15.02840,5.33599,10.11277,8.98419,10.11277,8.68179,15.2448,11.141,15.2448,12.0311,5.34067,5.32943,5.34067,5.32765
socfb-MIT8,socfb,6440,251252,14.88980,5.79441,14.88980,5.31413,10.09353,8.88414,10.09353,8.61852,15.1607,11.0812,15.1607,11.9104,5.34239,5.32748,5.34239,5.32710
socfb-MSU24,socfb,32375,1118774,13.10380,5.57572,13.10380,5.09532,10.43608,9.19682,10.43608,8.92789,15.0449,11.4715,15.0449,12.073,5.31070,5.30857,5.31070,5.30817
socfb-MU78,socfb,15436,649449,15.25690,6.13248,15.25690,5.58428,10.84157,9.62596,10.84157,9.35042,17.1533,12.462,17.1533,13.5404,5.65859,5.65306,5.65859,5.65289
socfb-nips-ego,socfb,2888,2981,1.05021,1.03012,1.05021,1.00693,1.03047,1.02874,1.03047,1.02874,1.02978,1.02666,1.02978,1.02493,1.02701,1.01107,1.02701,1.00346
socfb-Northeastern19,socfb,13882,381934,11.10960,5.09372,11.10960,4.72698,9.56898,8.22789,9.56898,8.04140,13.8121,9.92652,13.8121,10.7613,4.89072,4.88719,4.89072,4.88690
socfb-Northwestern25,socfb,10567,488337,15.83250,6.14839,15.83250,5.55399,10.55481,9.48551,10.55481,9.19708,17.2813,12.1302,17.2813,13.6345,5.67872,5.67079,5.67872,5.67039
socfb-NotreDame57,socfb,12155,541339,15.69850,6.24426,15.69850,5.71452,10.96221,9.75499,10.96221,9.46440,17.558,12.6934,17.558,13.8336,5.74513,5.74011,5.74513,5.73927
socfb-NYU9,socfb,21679,715715,12.43460,5.33212,12.43460,4.92338,10.09136,8.87850,10.09136,8.61131,14.6941,10.8348,14.6941,11.655,5.00530,5.00292,5.00530,5.00138
socfb-Oberlin44,socfb,2920,89912,14.44930,5.96815,14.44930,5.55171,9.96457,8.70668,9.96457,8.51211,14.801,10.7527,14.801,11.4253,5.54589,5.51692,5.54589,5.49932
socfb-Oklahoma97,socfb,17425,892528,17.06820,6.47466,17.06820,5.80775,10.64774,9.55791,10.64774,9.20353,16.4455,11.8027,16.4455,13.5113,5.90703,5.90261,5.90703,5.90232
socfb-Penn94,socfb,41536,1362220,11.53280,4.97578,11.53280,4.59250,10.13721,8.88241,10.13721,8.64645,14.2838,10.944,14.2838,11.4605,4.69434,4.69297,4.69434,4.69242
socfb-Pepperdine86,socfb,3445,152007,17.43130,6.64180,17.43130,6.18810,10.61613,9.38844,10.61613,9.14299,17.6,12.6157,17.6,13.6119,5.96110,5.93672,5.96110,5.93115
socfb-Princeton12,socfb,6596,293320,16.06900,6.22756,16.06900,5.73590,10.59261,9.32149,10.59261,9.05010,17.0356,11.9394,17.0356,13.1237,5.73969,5.72860,5.73969,5.72514
socfb-Rice31,socfb,4087,184828,16.69560,6.48520,16.69560,5.90678,11.08370,9.88803,11.08370,9.59654,17.9484,12.5202,17.9484,13.9699,5.84977,5.82873,5.84977,5.81794
socfb-Rochester38,socfb,4563,161404,13.23190,5.53715,13.23190,5.10169,10.29290,8.84134,10.29290,8.63167,16.1563,11.59,16.1563,12.332,5.15538,5.14261,5.15538,5.13982
socfb-Rutgers89,socfb,24580,784602,11.55410,5.08902,11.55410,4.70907,10.12306,8.88554,10.12306,8.63423,14.5816,10.748,14.5816,11.5533,4.96050,4.95814,4.96050,4.95734
socfb-Santa74,socfb,3578,151747,16.51930,6.49217,16.51930,5.99050,10.92263,9.52893,10.92263,9.30657,17.4455,12.5106,17.4455,13.3656,5.94550,5.91979,5.94550,5.91532
socfb-Simmons81,socfb,1518,32988,11.69430,5.29908,11.69430,5.09420,8.90425,7.47597,8.90425,7.38861,12.8103,9.9697,12.8103,9.9552,5.07839,5.03242,5.07839,5.01318
socfb-Smith60,socfb,2970,97133,14.88620,6.21145,14.88620,5.74444,10.76555,9.43105,10.76555,9.18927,16.2805,11.769,16.2805,12.2697,5.74747,5.72535,5.74747,5.72088
socfb-Stanford3,socfb,11586,568309,16.85900,6.20594,16.85900,5.60012,10.06010,8.91624,10.06010,8.63259,16.2162,11.5321,16.2162,13.0074,5.55265,5.54586,5.55265,5.54549
socfb-Swarthmore42,socfb,1659,61050,17.69080,6.81977,17.69080,6.40808,10.93796,9.50279,10.93796,9.26300,16.5208,12.5437,16.5208,12.8596,6.28089,6.21278,6.28089,6.18085
socfb-Syracuse56,socfb,13653,543982,13.61550,5.63224,13.61550,5.14004,10.62737,9.36140,10.62737,9.09663,16.344,11.5454,16.344,12.7954,5.27093,5.26551,5.27093,5.26466
socfb-Temple83,socfb,13686,360795,10.37080,4.72549,10.37080,4.42160,9.38418,8.01341,9.38418,7.82999,12.3477,9.05122,12.3477,9.75917,4.57709,4.57321,4.57709,4.57204
socfb-Tennessee95,socfb,16979,770659,15.82110,6.16939,15.82110,5.49555,10.68480,9.50248,10.68480,9.19154,16.2374,11.681,16.2374,13.08,5.69521,5.69003,5.69521,5.68991
socfb-Texas80,socfb,31560,1219650,13.34830,5.60542,13.34830,5.08596,10.40548,9.20912,10.40548,8.91534,15.2699,11.7401,15.2699,12.3852,5.37706,5.37468,5.37706,5.37434
socfb-Texas84,socfb,36364,1590651,16.69490,6.45542,16.69490,5.82301,10.70927,9.56849,10.70927,9.24140,16.2312,12.5256,16.2312,13.4616,5.94464,5.94310,5.94464,5.94251
socfb-Trinity100,socfb,2613,111996,16.25140,6.56295,16.25140,6.10409,10.90142,9.54225,10.90142,9.31819,18.6437,13.3609,18.6437,14.1806,6.05817,6.03100,6.05817,6.01337
socfb-Tufts18,socfb,6682,249728,14.43800,5.87234,14.43800,5.38791,9.98411,8.83563,9.98411,8.54681,15.5575,11.0651,15.5575,11.9901,5.40916,5.40076,5.40916,5.39808
socfb-Tulane29,socfb,7752,283918,13.08170,5.46969,13.08170,5.00684,10.20215,8.94868,10.20215,8.69723,15.3707,11.0223,15.3707,11.9723,5.13803,5.13016,5.13803,5.12382
socfb-UC33,socfb,16808,522147,11.98340,5.20806,11.98340,4.79302,9.81838,8.60100,9.81838,8.34691,13.9282,10.4153,13.9282,10.8948,4.99191,4.98828,4.99191,4.98754
socfb-UC61,socfb,13746,442174,12.06810,5.14070,12.06810,4.66929,9.72752,8.50357,9.72752,8.24793,13.6004,9.69242,13.6004,10.6058,4.87065,4.86604,4.87065,4.86578
socfb-UC64,socfb,6833,155332,9.67247,4.54105,9.67247,4.20474,8.98393,7.60977,8.98393,7.43705,11.4673,8.45222,11.4673,8.90926,4.39221,4.38548,4.39221,4.38202
socfb-UCF52,socfb,14940,428989,11.21920,5.06486,11.21920,4.67784,9.68763,8.33287,9.68763,8.09336,12.6041,9.27082,12.6041,9.93829,4.87925,4.87537,4.87925,4.87490
socfb-UChicago30,socfb,6591,208103,13.18220,5.47140,13.18220,5.06236,9.81689,8.52027,9.81689,8.29449,14.1966,10.186,14.1966,10.9862,5.17357,5.16211,5.17357,5.15946
socfb-UCLA,socfb,20453,747604,13.58670,5.59277,13.58670,5.11094,10.02626,8.86123,10.02626,8.55597,14.902,11.0719,14.902,11.8381,5.18824,5.18501,5.18824,5.18497
socfb-UCLA26,socfb,20467,747613,13.50540,5.59300,13.50540,5.08858,10.01320,8.87306,10.01320,8.57742,14.8925,10.885,14.8925,11.8137,5.19588,5.19182,5.19588,5.19162
socfb-UConn,socfb,17206,604867,13.91000,5.82558,13.91000,5.33372,10.50263,9.35168,10.50263,9.05178,15.6522,11.4185,15.6522,12.2988,5.47210,5.46849,5.47210,5.46792
socfb-UConn91,socfb,17212,604870,13.93880,5.82692,13.93880,5.34470,10.55229,9.31660,10.55229,9.04524,15.6471,11.3124,15.6471,12.2716,5.49495,5.49163,5.49495,5.49065
socfb-UCSB37,socfb,14917,482215,12.37610,5.37065,12.37610,4.90099,10.05464,8.81514,10.05464,8.56733,14.4237,10.3283,14.4237,11.2901,5.16525,5.15948,5.16525,5.15888
socfb-UCSC68,socfb,8991,224584,9.74397,4.69781,9.74397,4.40963,9.38682,8.03872,9.38682,7.86504,13.0446,9.6026,13.0446,10.0763,4.73807,4.73333,4.73807,4.72795
socfb-UCSD34,socfb,14948,443221,11.55690,5.10249,11.55690,4.68819,9.77515,8.43247,9.77515,8.24338,13.7169,9.81482,13.7169,10.7242,4.88614,4.88132,4.88614,4.88011
socfb-UF,socfb,35111,1465654,14.63990,5.88858,14.63990,5.27174,10.67472,9.50711,10.67472,9.20402,15.8246,12.2319,15.8246,12.9405,5.50742,5.50510,5.50742,5.50554
socfb-UF21,socfb,35123,1465660,15.06560,5.98929,15.06560,5.40330,10.69761,9.45531,10.69761,9.18439,15.8195,12.2281,15.8195,12.8423,5.48048,5.47849,5.48048,5.47774
socfb-UGA50,socfb,24389,1174057,16.59420,6.46496,16.59420,5.76604,10.92557,9.83489,10.92557,9.49688,17.4784,13.3385,17.4784,14.0816,5.93452,5.93091,5.93452,5.93071
socfb-UIllinois,socfb,30795,1264421,14.32580,5.85839,14.32580,5.32057,10.70864,9.52915,10.70864,9.23723,16.2854,12.7771,16.2854,13.1894,5.49096,5.48868,5.49096,5.48826
socfb-UIllinois20,socfb,30809,1264428,14.31450,5.86114,14.31450,5.32672,10.71914,9.54782,10.71914,9.23546,16.2784,12.7669,16.2784,13.165,5.46918,5.46694,5.46918,5.46681
socfb-UMass92,socfb,16516,519385,12.20970,5.42528,12.20970,5.03833,10.32389,9.06618,10.32389,8.83032,15.0124,10.9818,15.0124,11.7545,5.24049,5.23716,5.24049,5.23522
